Nro_Pedido,Fecha_Venta,Producto,Precio_Unitario,Cantidad_toneladas,Total_Venta,País,Cliente,Tipo_Cliente,Moneda,Incoterm,Medio_Transporte
10101,2024-01-09,Harina panetonera especial (50 kg),76.4,12,18336.0,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Marítimo
10110,2024-03-18,Harina panetonera especial (50 kg),76.4,11,16808.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10124,2024-05-21,Harina panetonera especial (50 kg),76.4,14,21392.0,Colombia,Pastelería Antioqueña,Exportación,USD,DAP,Marítimo
10149,2024-09-12,Harina panetonera especial (50 kg),76.4,14,21392.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10162,2024-10-18,Harina panetonera especial (50 kg),76.4,6,9168.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10173,2024-11-05,Harina panetonera especial (50 kg),76.4,10,15280.0,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Marítimo
10182,2024-11-12,Harina panetonera especial (50 kg),76.4,10,15280.0,EEUU,Andes Bakery LA,Exportación,USD,DAP,Aéreo
10193,2024-11-21,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10204,2024-12-02,Harina panetonera especial (50 kg),76.4,15,22920.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10214,2024-01-26,Harina panetonera especial (50 kg),76.4,6,9168.0,Panamá,Canal Market,Exportación,USD,FOB,Aéreo
10227,2024-03-02,Harina panetonera especial (50 kg),76.4,5,7640.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10243,2024-04-26,Harina panetonera especial (50 kg),76.4,10,15280.0,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Marítimo
10280,2024-08-17,Harina panetonera especial (50 kg),76.4,9,13752.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10288,2024-09-01,Harina panetonera especial (50 kg),76.4,15,22920.0,Chile,Panadería La Vega,Exportación,USD,DAP,Marítimo
10304,2024-10-11,Harina panetonera especial (50 kg),76.4,13,19864.0,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Aéreo
10312,2024-10-21,Harina panetonera especial (50 kg),76.4,5,7640.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10322,2024-11-04,Harina panetonera especial (50 kg),76.4,11,16808.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10332,2024-11-17,Harina panetonera especial (50 kg),76.4,9,13752.0,EEUU,Pantry Houston LLC,Exportación,USD,FOB,Aéreo
10344,2024-11-25,Harina panetonera especial (50 kg),76.4,9,13752.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10356,2024-12-09,Harina panetonera especial (50 kg),76.4,6,9168.0,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Marítimo
10367,2024-01-12,Harina panetonera especial (50 kg),76.4,15,22920.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10380,2024-02-16,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10390,2024-03-04,Harina panetonera especial (50 kg),76.4,11,16808.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Aéreo
10409,2024-04-23,Harina panetonera especial (50 kg),76.4,10,15280.0,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Aéreo
10420,2024-05-29,Harina panetonera especial (50 kg),76.4,6,9168.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10103,2024-01-29,Harina pastelera premium (50 kg),77.8,10,15560.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10114,2024-04-01,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10126,2024-05-28,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10140,2024-07-24,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10151,2024-09-21,Harina pastelera premium (50 kg),77.8,15,23340.0,Chile,Supermercado Mapocho,Exportación,USD,FOB,Aéreo
10165,2024-10-22,Harina pastelera premium (50 kg),77.8,7,10892.0,Colombia,Panadería La Candelaria,Exportación,USD,DAP,Marítimo
10175,2024-11-06,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10184,2024-11-14,Harina pastelera premium (50 kg),77.8,8,12448.0,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Marítimo
10194,2024-11-25,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10207,2024-12-09,Harina pastelera premium (50 kg),77.8,10,15560.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10217,2024-02-04,Harina pastelera premium (50 kg),77.8,5,7780.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10229,2024-03-11,Harina pastelera premium (50 kg),77.8,12,18672.0,EEUU,Latin Market Miami,Exportación,USD,FOB,Aéreo
10246,2024-05-05,Harina pastelera premium (50 kg),77.8,11,17116.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10259,2024-06-15,Harina pastelera premium (50 kg),77.8,14,21784.0,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Aéreo
10271,2024-07-20,Harina pastelera premium (50 kg),77.8,7,10892.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10281,2024-08-19,Harina pastelera premium (50 kg),77.8,5,7780.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10291,2024-09-08,Harina pastelera premium (50 kg),77.8,9,14004.0,Chile,Panadería La Vega,Exportación,USD,DAP,Aéreo
10305,2024-10-13,Harina pastelera premium (50 kg),77.8,8,12448.0,Panamá,Canal Market,Exportación,USD,DAP,Aéreo
10313,2024-10-22,Harina pastelera premium (50 kg),77.8,14,21784.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10322,2024-11-04,Harina pastelera premium (50 kg),77.8,12,18672.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10334,2024-11-19,Harina pastelera premium (50 kg),77.8,5,7780.0,Guatemala,Panadería Chapina,Exportación,USD,DAP,Aéreo
10347,2024-11-29,Harina pastelera premium (50 kg),77.8,14,21784.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10357,2024-12-10,Harina pastelera premium (50 kg),77.8,5,7780.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10370,2024-01-20,Harina pastelera premium (50 kg),77.8,8,12448.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10381,2024-02-17,Harina pastelera premium (50 kg),77.8,12,18672.0,Cuba,Panadería El Malecón,Exportación,USD,CIF,Aéreo
10391,2024-03-09,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10412,2024-05-03,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10425,2024-05-31,Harina pastelera premium (50 kg),77.8,10,15560.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10106,2024-02-17,Harina galletera especial (50 kg),73.65,9,13257.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10120,2024-04-29,Harina galletera especial (50 kg),73.65,6,8838.0,Panamá,Canal Market,Exportación,USD,CIF,Aéreo
10133,2024-06-27,Harina galletera especial (50 kg),73.65,15,22095.0,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Marítimo
10145,2024-08-25,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10168,2024-10-28,Harina galletera especial (50 kg),73.65,15,22095.0,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Marítimo
10210,2024-01-12,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10223,2024-02-20,Harina galletera especial (50 kg),73.65,13,19149.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10235,2024-04-02,Harina galletera especial (50 kg),73.65,11,16203.0,EEUU,Latin Market Miami,Exportación,USD,FOB,Aéreo
10250,2024-05-11,Harina galletera especial (50 kg),73.65,11,16203.0,EEUU,Pantry Houston LLC,Exportación,USD,DAP,Aéreo
10263,2024-06-28,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10275,2024-07-23,Harina galletera especial (50 kg),73.65,10,14730.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10284,2024-08-21,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10297,2024-09-16,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10308,2024-10-15,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10318,2024-11-02,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10327,2024-11-10,Harina galletera especial (50 kg),73.65,12,17676.0,Venezuela,Panadería El Ávila,Exportación,USD,DAP,Aéreo
10339,2024-11-23,Harina galletera especial (50 kg),73.65,13,19149.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10353,2024-12-04,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10374,2024-02-02,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10386,2024-03-01,Harina galletera especial (50 kg),73.65,15,22095.0,Chile,Pastelería Don Pedro,Exportación,USD,FOB,Marítimo
10398,2024-03-30,Harina galletera especial (50 kg),73.65,6,8838.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10401,2024-04-03,Harina galletera especial (50 kg),73.65,14,20622.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10416,2024-05-10,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10107,2024-02-24,Harina integral (25 kg),61.08,7,8551.2,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10120,2024-04-29,Harina integral (25 kg),61.08,9,10994.4,Colombia,Panadería La Candelaria,Exportación,USD,DAP,Aéreo
10134,2024-07-01,Harina integral (25 kg),61.08,9,10994.4,Colombia,Panadería La Candelaria,Exportación,USD,FOB,Marítimo
10145,2024-08-25,Harina integral (25 kg),61.08,6,7329.6,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10159,2024-10-10,Harina integral (25 kg),61.08,14,17102.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10168,2024-10-28,Harina integral (25 kg),61.08,10,12216.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10180,2024-11-11,Harina integral (25 kg),61.08,9,10994.4,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10188,2024-11-18,Harina integral (25 kg),61.08,10,12216.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10201,2024-12-01,Harina integral (25 kg),61.08,5,6108.0,EEUU,Latin Market Miami,Exportación,USD,FOB,Marítimo
10210,2024-01-12,Harina integral (25 kg),61.08,9,10994.4,Perú,Panadería San José,Nacional,PEN,,Terrestre
10223,2024-02-20,Harina integral (25 kg),61.08,13,15880.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10236,2024-04-03,Harina integral (25 kg),61.08,14,17102.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10251,2024-05-18,Harina integral (25 kg),61.08,6,7329.6,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10263,2024-06-28,Harina integral (25 kg),61.08,5,6108.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10275,2024-07-23,Harina integral (25 kg),61.08,14,17102.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10285,2024-08-27,Harina integral (25 kg),61.08,15,18324.0,Colombia,Supermercado Cafetal,Exportación,USD,FOB,Marítimo
10298,2024-09-27,Harina integral (25 kg),61.08,13,15880.8,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Marítimo
10308,2024-10-15,Harina integral (25 kg),61.08,14,17102.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10318,2024-11-02,Harina integral (25 kg),61.08,13,15880.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10329,2024-11-15,Harina integral (25 kg),61.08,13,15880.8,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10339,2024-11-23,Harina integral (25 kg),61.08,10,12216.0,Chile,Panadería La Vega,Exportación,USD,CIF,Marítimo
10362,2024-01-05,Harina integral (25 kg),61.08,12,14659.2,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10374,2024-02-02,Harina integral (25 kg),61.08,15,18324.0,Chile,Pastelería Don Pedro,Exportación,USD,DAP,Aéreo
10389,2024-03-03,Harina integral (25 kg),61.08,5,6108.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10402,2024-04-07,Harina integral (25 kg),61.08,14,17102.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10417,2024-05-13,Harina integral (25 kg),61.08,8,9772.8,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Aéreo
10101,2024-01-09,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10110,2024-03-18,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Colombia,Panadería La Candelaria,Exportación,USD,FOB,Aéreo
10125,2024-05-21,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10139,2024-07-16,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10149,2024-09-12,Harina panadera especial Don Angelo (50 kg),64.41,8,10305.6,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10162,2024-10-18,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Perú,Panadería San José,Nacional,PEN,,Terrestre
10173,2024-11-05,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10182,2024-11-12,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10193,2024-11-21,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,EEUU,Pantry Houston LLC,Exportación,USD,FOB,Marítimo
10205,2024-12-03,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Aéreo
10214,2024-01-26,Harina panadera especial Don Angelo (50 kg),64.41,6,7729.2,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Aéreo
10227,2024-03-02,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,EEUU,Andes Bakery LA,Exportación,USD,CIF,Aéreo
10244,2024-04-29,Harina panadera especial Don Angelo (50 kg),64.41,15,19323.0,Cuba,Panadería El Malecón,Exportación,USD,FOB,Aéreo
10255,2024-06-04,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Cuba,Bodega Habana Centro,Exportación,USD,CIF,Aéreo
10280,2024-08-17,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10289,2024-09-03,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10304,2024-10-11,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10312,2024-10-21,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10322,2024-11-04,Harina panadera especial Don Angelo (50 kg),64.41,15,19323.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10332,2024-11-17,Harina panadera especial Don Angelo (50 kg),64.41,6,7729.2,El Salvador,Mercado Centro,Exportación,USD,CIF,Marítimo
10347,2024-11-29,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,EEUU,Pantry Houston LLC,Exportación,USD,CIF,Marítimo
10356,2024-12-09,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,Panamá,Panadería Panamá Viejo,Exportación,USD,CIF,Aéreo
10367,2024-01-12,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Marítimo
10380,2024-02-16,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Marítimo
10390,2024-03-04,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10421,2024-05-29,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10109,2024-03-10,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Aéreo
10123,2024-05-20,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Chile,Supermercado Mapocho,Exportación,USD,FOB,Marítimo
10137,2024-07-10,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Panadería San José,Nacional,PEN,,Terrestre
10148,2024-09-11,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10161,2024-10-17,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10172,2024-11-05,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10181,2024-11-12,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10192,2024-11-20,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10204,2024-12-02,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10212,2024-01-16,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10226,2024-02-26,Harina panadera especial Doña Angélica (50 kg),63.69,8,10190.4,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10241,2024-04-13,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10253,2024-06-01,Harina panadera especial Doña Angélica (50 kg),63.69,8,10190.4,Cuba,Panadería El Malecón,Exportación,USD,DAP,Aéreo
10266,2024-07-06,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10278,2024-08-06,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10287,2024-08-30,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10301,2024-10-05,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Chile,Pastelería Don Pedro,Exportación,USD,CIF,Marítimo
10311,2024-10-16,Harina panadera especial Doña Angélica (50 kg),63.69,8,10190.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10321,2024-11-04,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,Guatemala,Supermercado Quetzal,Exportación,USD,DAP,Marítimo
10331,2024-11-17,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,EEUU,Pantry Houston LLC,Exportación,USD,DAP,Aéreo
10343,2024-11-24,Harina panadera especial Doña Angélica (50 kg),63.69,12,15285.6,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10366,2024-01-10,Harina panadera especial Doña Angélica (50 kg),63.69,12,15285.6,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10379,2024-02-10,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10407,2024-04-22,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10419,2024-05-17,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10103,2024-01-29,Harina panadera especial Doña Angélica (10 kg),63.52,13,16515.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10112,2024-03-24,Harina panadera especial Doña Angélica (10 kg),63.52,9,11433.6,Cuba,Panadería El Malecón,Exportación,USD,DAP,Aéreo
10126,2024-05-28,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Guatemala,Panadería Chapina,Exportación,USD,DAP,Marítimo
10139,2024-07-16,Harina panadera especial Doña Angélica (10 kg),63.52,8,10163.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10150,2024-09-19,Harina panadera especial Doña Angélica (10 kg),63.52,14,17785.6,Colombia,Panadería La Candelaria,Exportación,USD,DAP,Aéreo
10163,2024-10-20,Harina panadera especial Doña Angélica (10 kg),63.52,6,7622.4,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10174,2024-11-06,Harina panadera especial Doña Angélica (10 kg),63.52,15,19056.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10183,2024-11-13,Harina panadera especial Doña Angélica (10 kg),63.52,12,15244.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10193,2024-11-21,Harina panadera especial Doña Angélica (10 kg),63.52,15,19056.0,Guatemala,Panadería Chapina,Exportación,USD,DAP,Aéreo
10206,2024-12-05,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Cuba,Panadería El Malecón,Exportación,USD,CIF,Marítimo
10215,2024-01-29,Harina panadera especial Doña Angélica (10 kg),63.52,9,11433.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10228,2024-03-10,Harina panadera especial Doña Angélica (10 kg),63.52,13,16515.2,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10244,2024-04-29,Harina panadera especial Doña Angélica (10 kg),63.52,5,6352.0,Colombia,Panadería La Candelaria,Exportación,USD,FOB,Marítimo
10257,2024-06-14,Harina panadera especial Doña Angélica (10 kg),63.52,9,11433.6,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10270,2024-07-19,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Marítimo
10280,2024-08-17,Harina panadera especial Doña Angélica (10 kg),63.52,9,11433.6,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10291,2024-09-08,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10304,2024-10-11,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Aéreo
10312,2024-10-21,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10322,2024-11-04,Harina panadera especial Doña Angélica (10 kg),63.52,8,10163.2,Venezuela,Supermercado Orinoco,Exportación,USD,FOB,Marítimo
10333,2024-11-18,Harina panadera especial Doña Angélica (10 kg),63.52,15,19056.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10347,2024-11-29,Harina panadera especial Doña Angélica (10 kg),63.52,12,15244.8,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10357,2024-12-10,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Chile,Pastelería Don Pedro,Exportación,USD,CIF,Aéreo
10369,2024-01-20,Harina panadera especial Doña Angélica (10 kg),63.52,13,16515.2,EEUU,Latin Market Miami,Exportación,USD,FOB,Aéreo
10381,2024-02-17,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10391,2024-03-09,Harina panadera especial Doña Angélica (10 kg),63.52,7,8892.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10423,2024-05-30,Harina panadera especial Doña Angélica (10 kg),63.52,7,8892.8,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10103,2024-01-29,Harina panadera especial GN (50 kg),76.24,12,18297.6,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Marítimo
10111,2024-03-25,Harina panadera especial GN (50 kg),76.24,9,13723.2,Panamá,Canal Market,Exportación,USD,FOB,Aéreo
10126,2024-05-28,Harina panadera especial GN (50 kg),76.24,8,12198.4,Colombia,Supermercado Cafetal,Exportación,USD,DAP,Aéreo
10139,2024-07-16,Harina panadera especial GN (50 kg),76.24,12,18297.6,Chile,Pastelería Don Pedro,Exportación,USD,DAP,Marítimo
10150,2024-09-19,Harina panadera especial GN (50 kg),76.24,10,15248.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10163,2024-10-20,Harina panadera especial GN (50 kg),76.24,6,9148.8,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10173,2024-11-05,Harina panadera especial GN (50 kg),76.24,8,12198.4,Chile,Supermercado Mapocho,Exportación,USD,CIF,Aéreo
10183,2024-11-13,Harina panadera especial GN (50 kg),76.24,15,22872.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10193,2024-11-21,Harina panadera especial GN (50 kg),76.24,8,12198.4,Perú,Panadería San José,Nacional,PEN,,Terrestre
10206,2024-12-05,Harina panadera especial GN (50 kg),76.24,10,15248.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Aéreo
10215,2024-01-29,Harina panadera especial GN (50 kg),76.24,10,15248.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10228,2024-03-10,Harina panadera especial GN (50 kg),76.24,5,7624.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10244,2024-04-29,Harina panadera especial GN (50 kg),76.24,12,18297.6,Perú,Panadería San José,Nacional,PEN,,Terrestre
10257,2024-06-14,Harina panadera especial GN (50 kg),76.24,10,15248.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10269,2024-07-16,Harina panadera especial GN (50 kg),76.24,7,10673.6,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Marítimo
10280,2024-08-17,Harina panadera especial GN (50 kg),76.24,13,19822.4,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10291,2024-09-08,Harina panadera especial GN (50 kg),76.24,6,9148.8,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10304,2024-10-11,Harina panadera especial GN (50 kg),76.24,15,22872.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10312,2024-10-21,Harina panadera especial GN (50 kg),76.24,12,18297.6,Panamá,Panadería Panamá Viejo,Exportación,USD,CIF,Marítimo
